form_x,form_in,atp,amp,gnp,Ppool,ec,mtor,v_ins_syn,ins,v_sec,urate,v_urate_sec,v_ppat,max_residual
0.0,0.0009071331454293137,0.60809277372489,0.003313485985406426,0.02824033025278117,0.04648311346452787,0.9570923637389382,0.08043306099176976,3.449235000848292,1.0716639047057734,3.4399857747994234,0.011652012428112422,0.034956037284337264,0.16797380587850894,4.0172672046562274e-15
0.1,0.0015663755290200433,1.0044959568043599,0.005346786150035053,0.046645247406674716,0.07678012611080551,0.9575962724861262,0.1792162391193213,4.227132687351949,1.2873733089081942,4.215905757158428,0.019219987417977764,0.05765996225393329,0.16716123445363026,2.537737815028196e-14
0.3,0.0031701945585145912,1.5411963538253526,0.007996712813158065,0.0843772478306755,0.1306131384454361,0.9581448216732195,0.33486630242663706,5.4528456725584675,1.6251885241642552,5.438511160958048,0.03171806502530281,0.09515419507590844,0.16595578482640258,1.60547573499481e-14
0.6,0.2297160004989796,1.5478146180796108,0.008031607571039396,0.10094751988505345,0.14738195842744178,0.958143280498157,0.3713437038210492,5.740097881813561,1.7109067846768995,5.725007802737119,0.03473061010965297,0.1041918303289589,0.16593903952027164,6.19083777297913e-14
1.0,0.6297149240296908,1.54781466741184,0.008031607856200827,0.10094779316213022,0.14738223318448543,0.9581432804193989,0.37134425573411356,5.7401022280180864,1.7109080854139722,5.725012137493885,0.03473065914747463,0.10419197744242388,0.16593903938334617,3.598488694522839e-14
2.0,1.6297145502127366,1.54781468454285,0.00803160795522558,0.10094788806093495,0.14738232859722045,0.9581432803920491,0.37134444739231925,5.740103737287962,1.7109085371100041,5.72501364278839,0.03473067617645524,0.10419202852936572,0.16593903933579757,1.3721662694976544e-14
