blood_formate_mM,blood_formate_mgL,eye_formate_mM,cox_activity,atp_adp,energy_charge,eye_ins_prod,regen,viability
2.742857142857143,126.2537142857143,2.3867477968347495,0.8144233715656619,4.878517377373079,0.8901106929017238,2.520893638033499,0.4138680665397614,0.821789029695566
3.257142857142857,149.9262857142857,2.9070370422589003,0.7473648431670695,4.5896420872331065,0.8830095083493525,2.4801313767995907,0.4059818281811689,0.7524023007963905
3.7714285714285714,173.59885714285716,3.4275156507323867,0.680311658812444,4.3169745573322835,0.8754452959858441,2.437495902860631,0.3976462536024529,0.6821496711085667
4.2857142857142865,197.2714285714286,3.947862590067777,0.6159817343548621,4.07006671679565,0.8677373361015531,2.395047680607558,0.3892613162683804,0.6150989969394987
4.800000000000001,220.94400000000005,4.4678507038089394,0.5560289226048684,3.8523361616828202,0.8601410501096798,2.3543312561328187,0.3811402773301529,0.5538969793352041
5.314285714285715,244.61657142857146,4.987348514550835,0.5012667491406204,3.6633711387316414,0.8528399826814902,2.3163347906450014,0.3734949461413169,0.4997926978328479
5.828571428571429,268.2891428571429,5.506302095345875,0.4519213300794233,3.5007799620556947,0.8459517280075778,2.281567553737785,0.36644482742415013,0.4529801788492289
6.342857142857143,291.9617142857143,6.02471093448793,0.40784935884234275,3.361398698940978,0.8395406030140803,2.250184998536722,0.36003788701492806,0.413009599714279
6.857142857142858,315.63428571428574,6.542606417572659,0.3687005733486901,3.241970272254603,0.8336316086983511,2.22211136220204,0.3542730114546485,0.37912171624848334
7.371428571428573,339.3068571428572,7.060035978733219,0.33402762970978167,3.139474361734345,0.8282227869322055,2.1971372495110257,0.34911898630451377,0.35046719686499384
7.885714285714287,362.9794285714286,7.577052771729472,0.30335487912546755,3.0512555344751187,0.8232949735656095,2.1749882293968543,0.34452848567033667,0.32622826883238704
8.4,386.65200000000004,8.093709566641792,0.2762182661761103,2.9750464000225216,0.8188189624913611,2.1553688973299496,0.3404474664662337,0.30567452664115846
8.914285714285715,410.32457142857146,8.61005550444352,0.25218631465432134,2.908942039257748,0.8147604997990454,2.1379889741270577,0.33682100901185785,0.2881803863184976
9.428571428571429,433.9971428571429,9.126134637855287,0.23086939236484624,2.8513557736588964,0.8110836115353031,2.122577344418767,0.33359666547600253,0.2732228333253408
9.942857142857143,457.6697142857143,9.641985521241406,0.211922084083444,2.8009711941709643,0.8077527184509411,2.108888485500489,0.3307261718946199,0.26037053591314685
10.457142857142857,481.3422857142857,10.157641376774686,0.19504176018735986,2.7566971916267984,0.8047339009269465,2.096704350681786,0.3281661413900167,0.24927028211398225
10.971428571428572,505.0148571428572,10.673130546943556,0.17996523920310545,2.71762854621235,0.8019955873874736,2.0858337007802996,0.32587815631232,0.23963364532686093
11.485714285714286,528.6874285714285,11.188477062089442,0.16646466848455932,2.6830126076535694,0.7995088638173203,2.0761101279439944,0.3238285293781753,0.23122510419041953
12.0,552.36,11.703701226139303,0.1543432603483529,2.6522216928937663,0.7972475430570881,2.067389519274786,0.3219879019851545,0.22385198234220635
