glucose,v_sec,v_ins_syn,mtor,atp_adp
2.8,1.2928086237195477,1.3104938222765543,0.213381998477008,3.4678204464478606
4.0,1.9593623967325755,1.981527408678802,0.2654420953159464,4.599866834504091
5.5,2.9272076445262987,2.9481264485403624,0.31460094707725506,6.392071277545876
7.0,3.8617355651831473,3.8789513101301463,0.34290358427816386,8.294941545988054
8.0,4.4179397660409325,4.433770007180754,0.3541783706924979,9.48762994563816
10.0,5.346426346005746,5.3614547617289325,0.3673511793315265,11.553206964893597
12.0,6.0540704418823506,6.069339380263565,0.3743531516829646,13.188506296321924
16.7,7.110447430231457,7.126817815398829,0.3819339893371436,15.767053220581614
20.0,7.543070906904132,7.560044239754479,0.3843971603900549,16.898369355028695
